Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
19025;Apartamento;Campo Grande;2;1;0;50;1000.0;300.0;0.0;20.0;Apartamento
19026;Apartamento;Barra da Tijuca;4;3;4;233;11500.0;3432.0;5064.0;49.36;Apartamento
19027;Apartamento;Copacabana;2;0;0;80;3300.0;1374.0;103.0;41.25;Apartamento
19028;Casa;Jardim Botânico;4;4;4;845;35000.0;0.0;0.0;41.42;Casa
19029;Apartamento;Península;4;3;4;297;11000.0;3800.0;750.0;37.04;Apartamento
19030;Casa de Vila;Tijuca;2;0;0;70;1500.0;0.0;0.0;21.43;Casa
19031;Casa de Condomínio;São Conrado;3;3;1;250;3900.0;2600.0;3000.0;15.6;Casa
19032;Apartamento;Flamengo;3;1;1;180;4000.0;2000.0;320.0;22.22;Apartamento
19033;Apartamento;Copacabana;3;1;0;170;4500.0;1208.0;500.0;26.47;Apartamento
19034;Apartamento;Jardim Botânico;2;0;0;100;3300.0;800.0;0.0;33.0;Apartamento
19035;Apartamento;Lagoa;4;3;4;260;11000.0;4400.0;1475.0;42.31;Apartamento
19036;Casa;Bento Ribeiro;3;3;0;70;2000.0;0.0;0.0;28.57;Casa
19037;Apartamento;Centro;1;0;0;40;1600.0;350.0;20.0;40.0;Apartamento
19038;Apartamento;Tijuca;3;2;1;109;2500.0;742.0;105.0;22.94;Apartamento
19039;Apartamento;Jardim Botânico;2;1;0;56;3300.0;505.0;134.0;58.93;Apartamento
19040;Apartamento;Humaitá;2;0;0;85;2200.0;772.0;114.0;25.88;Apartamento
19041;Apartamento;Flamengo;3;2;1;427;10000.0;4800.0;1100.0;23.42;Apartamento
19042;Apartamento;Vila Valqueire;2;1;1;121;1300.0;715.0;91.0;10.74;Apartamento
19043;Apartamento;Barra da Tijuca;2;1;2;66;2500.0;1160.0;149.0;37.88;Apartamento
19044;Apartamento;Tijuca;3;0;0;96;1900.0;514.0;91.0;19.79;Apartamento
19045;Apartamento;Copacabana;2;1;0;94;3000.0;1348.0;81.0;31.91;Apartamento
19046;Apartamento;Barra da Tijuca;2;1;1;100;2800.0;1631.0;201.0;28.0;Apartamento
19047;Apartamento;Recreio dos Bandeirantes;2;2;1;68;1500.0;650.0;140.0;22.06;Apartamento
19048;Casa;Méier;1;0;0;50;900.0;0.0;14.0;18.0;Casa
19049;Quitinete;Flamengo;1;0;0;30;1300.0;441.0;147.0;43.33;Apartamento
19050;Apartamento;Jacarepaguá;2;1;1;70;1550.0;360.0;27.0;22.14;Apartamento
19051;Apartamento;Méier;2;0;0;44;1000.0;254.0;16.0;22.73;Apartamento
19052;Apartamento;Recreio dos Bandeirantes;2;2;1;110;2100.0;640.0;150.0;19.09;Apartamento
19053;Casa;Vargem Grande;5;1;2;400;4200.0;50.0;0.0;10.5;Casa
19054;Apartamento;Copacabana;3;0;0;90;3000.0;920.0;106.0;33.33;Apartamento
19055;Apartamento;Copacabana;1;0;0;40;2200.0;550.0;0.0;55.0;Apartamento
19056;Apartamento;Barra da Tijuca;1;1;1;45;1450.0;640.0;12.0;32.22;Apartamento
19058;Apartamento;Copacabana;2;0;0;67;2500.0;515.0;158.0;37.31;Apartamento
19059;Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0;53.33;Apartamento
19060;Quitinete;Copacabana;1;0;0;35;1850.0;543.0;0.0;52.86;Apartamento
19061;Apartamento;Barra da Tijuca;2;1;1;88;2600.0;1400.0;1200.0;29.55;Apartamento
19062;Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;650.0;102.0;28.57;Apartamento
19063;Apartamento;Ipanema;3;0;0;85;4000.0;640.0;228.0;47.06;Apartamento
19064;Apartamento;Lagoa;3;1;1;74;4000.0;900.0;309.0;54.05;Apartamento
19065;Apartamento;Todos os Santos;2;0;0;57;1200.0;278.0;0.0;21.05;Apartamento
19066;Casa;Campo Grande;1;0;0;70;700.0;0.0;0.0;10.0;Casa
19067;Apartamento;Copacabana;0;0;0;25;800.0;426.0;25.0;32.0;Apartamento
19068;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;550.0;0.0;20.0;Apartamento
19069;Apartamento;Ipanema;3;0;0;80;4300.0;500.0;85.0;53.75;Apartamento
19070;Apartamento;Barra da Tijuca;4;3;4;239;8000.0;4500.0;0.0;33.47;Apartamento
19071;Apartamento;Centro;1;0;0;41;1400.0;180.0;20.0;34.15;Apartamento
19072;Apartamento;Maracanã;2;1;0;50;1500.0;615.0;32.0;30.0;Apartamento
19073;Apartamento;Camorim;2;1;1;50;1400.0;450.0;560.0;28.0;Apartamento
19074;Quitinete;Vila Isabel;1;0;0;22;700.0;20.0;22.0;31.82;Apartamento
19076;Apartamento;Andaraí;2;0;0;64;1200.0;660.0;0.0;18.75;Apartamento
19077;Apartamento;Lagoa;3;2;1;140;5000.0;1600.0;450.0;35.71;Apartamento
19078;Apartamento;Tijuca;3;1;0;92;1600.0;650.0;21.0;17.39;Apartamento
19079;Apartamento;Copacabana;3;0;1;120;3420.0;800.0;130.0;28.5;Apartamento
19080;Apartamento;Leblon;4;3;4;393;18000.0;4800.0;2000.0;45.8;Apartamento
19081;Apartamento;Barra da Tijuca;4;2;2;146;5000.0;1800.0;350.0;34.25;Apartamento
19082;Apartamento;Vila da Penha;3;1;1;68;1800.0;545.0;0.0;26.47;Apartamento
19083;Apartamento;Cachambi;2;1;0;77;1350.0;511.0;26.0;17.53;Apartamento
19084;Apartamento;Península;3;3;3;180;6900.0;2000.0;406.0;38.33;Apartamento
19085;Quitinete;Centro;1;0;0;28;850.0;428.0;21.0;30.36;Apartamento
19086;Casa de Condomínio;Barra da Tijuca;4;7;1;450;9000.0;500.0;960.0;20.0;Casa
19087;Casa de Condomínio;Barra da Tijuca;4;5;4;1000;30000.0;2000.0;2670.0;30.0;Casa
19088;Apartamento;Leblon;3;1;1;150;5000.0;1000.0;0.0;33.33;Apartamento
19089;Apartamento;Barra da Tijuca;4;3;3;250;12500.0;3600.0;1292.0;50.0;Apartamento
19090;Apartamento;Flamengo;2;0;0;65;2200.0;690.0;120.0;33.85;Apartamento
19091;Apartamento;Jardim Guanabara;2;1;1;92;1900.0;550.0;152.0;20.65;Apartamento
19092;Casa de Condomínio;Humaitá;3;3;3;500;22000.0;3780.0;1550.0;44.0;Casa
19093;Apartamento;Barra da Tijuca;3;1;3;83;2700.0;1250.0;120.0;32.53;Apartamento
19094;Apartamento;Laranjeiras;3;1;1;68;3000.0;900.0;0.0;44.12;Apartamento
19095;Apartamento;Freguesia (Jacarepaguá);3;1;1;98;2100.0;792.0;163.0;21.43;Apartamento
19096;Apartamento;Barra da Tijuca;4;2;1;300;6500.0;3323.0;11829.0;21.67;Apartamento
19097;Apartamento;Lagoa;2;1;2;99;4500.0;1300.0;300.0;45.45;Apartamento
19098;Apartamento;Ipanema;3;1;1;152;8500.0;925.0;307.0;55.92;Apartamento
19099;Apartamento;Península;4;3;3;160;8500.0;2300.0;0.0;53.12;Apartamento
19100;Apartamento;Leblon;3;2;1;203;10000.0;2800.0;0.0;49.26;Apartamento
19101;Apartamento;Vila Isabel;3;1;1;100;2100.0;800.0;228.0;21.0;Apartamento
19102;Apartamento;Barra da Tijuca;1;1;1;40;1400.0;700.0;13.0;35.0;Apartamento
19103;Casa;Olaria;1;0;1;11;800.0;0.0;0.0;72.73;Casa
19104;Apartamento;Freguesia (Jacarepaguá);2;0;0;48;800.0;280.0;0.0;16.67;Apartamento
19105;Apartamento;Leblon;4;2;1;200;13000.0;3055.0;500.0;65.0;Apartamento
19106;Apartamento;Botafogo;1;1;0;44;1799.0;440.0;20.0;40.89;Apartamento
19107;Casa;Recreio dos Bandeirantes;4;2;3;600;15000.0;0.0;600.0;25.0;Casa
19108;Apartamento;Barra da Tijuca;4;3;4;233;12000.0;3300.0;6250.0;51.5;Apartamento
19109;Quitinete;Higienópolis;1;0;0;96;700.0;0.0;0.0;7.29;Apartamento
19110;Apartamento;Ipanema;3;2;2;246;10000.0;3500.0;300.0;40.65;Apartamento
19112;Apartamento;Jacarepaguá;2;1;0;48;1000.0;500.0;50.0;20.83;Apartamento
19113;Apartamento;Copacabana;2;1;1;93;3000.0;860.0;288.0;32.26;Apartamento
19114;Quitinete;Flamengo;0;0;0;21;900.0;420.0;23.0;42.86;Apartamento
19115;Quitinete;Copacabana;1;0;0;30;1600.0;400.0;220.0;53.33;Apartamento
19116;Quitinete;Copacabana;1;0;0;38;1800.0;380.0;31.0;47.37;Apartamento
19117;Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;0.0;51.43;Apartamento
19118;Apartamento;Barra da Tijuca;2;1;1;66;2000.0;1086.0;215.0;30.3;Apartamento
19119;Apartamento;Arpoador;4;4;2;180;8700.0;2400.0;700.0;48.33;Apartamento
19120;Apartamento;Ipanema;3;1;0;80;4100.0;1493.0;301.0;51.25;Apartamento
19121;Apartamento;Leblon;4;2;3;220;22000.0;5365.0;0.0;100.0;Apartamento
19122;Apartamento;Copacabana;2;0;0;71;1900.0;1200.0;156.0;26.76;Apartamento
19123;Apartamento;Lagoa;4;2;2;124;5200.0;1252.0;476.0;41.94;Apartamento
19124;Apartamento;Senador Vasconcelos;1;1;1;50;800.0;180.0;0.0;16.0;Apartamento
19125;Quitinete;Tijuca;1;0;1;25;1500.0;350.0;20.0;60.0;Apartamento
19126;Quitinete;Botafogo;1;0;0;27;1100.0;500.0;19.0;40.74;Apartamento
19127;Apartamento;Barra da Tijuca;4;2;4;153;3000.0;1841.0;439.0;19.61;Apartamento
19128;Apartamento;Copacabana;3;0;0;100;5000.0;719.0;109.0;50.0;Apartamento
19129;Apartamento;Barra da Tijuca;3;2;1;160;4700.0;1500.0;550.0;29.38;Apartamento
19130;Apartamento;Barra da Tijuca;1;1;0;64;1800.0;800.0;180.0;28.12;Apartamento
19131;Apartamento;Ipanema;3;1;1;147;4450.0;2555.0;606.0;30.27;Apartamento
19132;Apartamento;Freguesia (Jacarepaguá);2;0;0;70;1500.0;796.0;0.0;21.43;Apartamento
19133;Apartamento;Humaitá;2;1;1;85;4950.0;605.0;336.0;58.24;Apartamento
19134;Apartamento;Flamengo;3;1;1;265;6200.0;1300.0;625.0;23.4;Apartamento
19135;Apartamento;Gávea;3;2;1;120;5000.0;1350.0;322.0;41.67;Apartamento
19136;Apartamento;Copacabana;3;2;1;110;4200.0;1023.0;210.0;38.18;Apartamento
19137;Apartamento;Leblon;4;3;4;400;16000.0;4800.0;0.0;40.0;Apartamento
19138;Apartamento;Barra da Tijuca;3;2;1;99;3500.0;1168.0;0.0;35.35;Apartamento
19139;Apartamento;Lins de Vasconcelos;3;1;0;78;900.0;600.0;700.0;11.54;Apartamento
19140;Apartamento;Copacabana;1;2;1;55;4000.0;750.0;80.0;72.73;Apartamento
19141;Casa;Laranjeiras;6;3;1;450;11000.0;0.0;0.0;24.44;Casa
19142;Casa de Vila;Colégio;2;1;0;50;980.0;0.0;0.0;19.6;Casa
19143;Casa;Jardim Botânico;4;1;4;387;25000.0;0.0;5000.0;64.6;Casa
19144;Apartamento;Leblon;2;0;0;80;2950.0;880.0;162.0;36.88;Apartamento
19145;Apartamento;Botafogo;3;1;1;101;5550.0;1600.0;270.0;54.95;Apartamento
19146;Apartamento;Vila Isabel;2;1;2;150;3400.0;710.0;68.0;22.67;Apartamento
19147;Apartamento;Grajaú;1;1;0;63;1500.0;500.0;0.0;23.81;Apartamento
19148;Apartamento;Copacabana;3;2;1;220;8000.0;1900.0;5200.0;36.36;Apartamento
19149;Casa;Méier;6;1;0;347;9000.0;0.0;0.0;25.94;Casa
19150;Casa;Laranjeiras;2;0;0;46;1850.0;179.0;29.0;40.22;Casa
19151;Apartamento;Irajá;2;1;0;46;1100.0;300.0;0.0;23.91;Apartamento
19153;Apartamento;Inhoaíba;2;1;0;44;650.0;310.0;0.0;14.77;Apartamento
19154;Apartamento;Barra da Tijuca;2;1;1;66;2500.0;1948.0;214.0;37.88;Apartamento
19155;Apartamento;Ipanema;1;0;0;25;1200.0;555.0;61.0;48.0;Apartamento
19156;Apartamento;Barra da Tijuca;5;6;5;580;15000.0;3750.0;2563.0;25.86;Apartamento
19158;Apartamento;Copacabana;2;0;0;75;2000.0;650.0;81.0;26.67;Apartamento
19159;Casa;Gávea;4;5;3;822;25000.0;0.0;15400.0;30.41;Casa
19160;Apartamento;Botafogo;3;1;1;102;5100.0;1275.0;256.0;50.0;Apartamento
19161;Quitinete;Irajá;1;0;0;40;700.0;0.0;0.0;17.5;Apartamento
19162;Apartamento;Flamengo;3;1;1;105;3650.0;1200.0;132.0;34.76;Apartamento
19163;Apartamento;Vila da Penha;2;1;0;84;900.0;598.0;52.0;10.71;Apartamento
19164;Apartamento;Barra da Tijuca;3;2;1;104;2700.0;1234.0;0.0;25.96;Apartamento
19165;Apartamento;Vila Isabel;3;0;0;90;1600.0;360.0;85.0;17.78;Apartamento
19166;Quitinete;Laranjeiras;1;0;0;28;1100.0;480.0;25.0;39.29;Apartamento
19167;Casa;Urca;5;2;2;350;19000.0;0.0;0.0;54.29;Casa
19168;Apartamento;Botafogo;2;0;0;60;2600.0;472.0;75.0;43.33;Apartamento
19169;Apartamento;Anil;2;1;0;50;1200.0;428.0;16.0;24.0;Apartamento
19170;Casa;Realengo;2;0;0;80;800.0;0.0;26.0;10.0;Casa
19171;Quitinete;Praça da Bandeira;1;0;0;30;800.0;459.0;0.0;26.67;Apartamento
19172;Apartamento;Ipanema;4;2;2;200;12000.0;2460.0;567.0;60.0;Apartamento
19173;Apartamento;Copacabana;2;0;0;60;4000.0;550.0;160.0;66.67;Apartamento
19174;Apartamento;Engenho Novo;1;1;0;62;1200.0;440.0;0.0;19.35;Apartamento
19175;Apartamento;Barra da Tijuca;3;2;1;154;4000.0;2598.0;771.0;25.97;Apartamento
19176;Apartamento;Barra da Tijuca;4;4;4;397;9000.0;4000.0;1000.0;22.67;Apartamento
19177;Apartamento;Barra da Tijuca;2;1;1;70;2500.0;950.0;100.0;35.71;Apartamento
19179;Apartamento;Barra da Tijuca;2;2;2;110;8500.0;2200.0;700.0;77.27;Apartamento
19180;Apartamento;Tijuca;2;0;0;66;2000.0;250.0;0.0;30.3;Apartamento
19181;Apartamento;Flamengo;2;1;1;90;2900.0;1430.0;364.0;32.22;Apartamento
19182;Apartamento;Flamengo;4;1;1;200;5300.0;1500.0;0.0;26.5;Apartamento
19183;Apartamento;Barra da Tijuca;3;2;3;118;4000.0;1450.0;370.0;33.9;Apartamento
19184;Apartamento;Del Castilho;2;1;0;51;1580.0;477.0;25.0;30.98;Apartamento
19185;Apartamento;Méier;2;1;0;70;1500.0;686.0;0.0;21.43;Apartamento
19186;Apartamento;Ilha do Governador;2;0;0;48;1300.0;342.0;25.0;27.08;Apartamento
19187;Apartamento;Recreio dos Bandeirantes;4;2;2;270;4000.0;1000.0;0.0;14.81;Apartamento
19188;Apartamento;Copacabana;1;0;0;29;1200.0;520.0;20.0;41.38;Apartamento
19189;Apartamento;Ipanema;3;3;3;190;15000.0;3700.0;835.0;78.95;Apartamento
19190;Apartamento;Leblon;3;1;1;120;4500.0;1039.0;248.0;37.5;Apartamento
19191;Apartamento;Flamengo;3;1;3;420;13000.0;3900.0;1343.0;30.95;Apartamento
19192;Apartamento;Copacabana;3;1;0;160;4800.0;1720.0;240.0;30.0;Apartamento
19193;Apartamento;Centro;2;0;0;50;2000.0;220.0;189.0;40.0;Apartamento
19194;Apartamento;Leblon;3;1;2;120;5700.0;2600.0;393.0;47.5;Apartamento
19195;Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1753.0;250.0;25.0;Apartamento
19196;Apartamento;Méier;2;1;0;80;1800.0;700.0;85.0;22.5;Apartamento
19197;Apartamento;Barra da Tijuca;4;2;4;153;3300.0;1989.0;0.0;21.57;Apartamento
19198;Apartamento;Pechincha;2;1;0;51;1200.0;601.0;36.0;23.53;Apartamento
19199;Apartamento;Barra da Tijuca;1;1;0;81;1500.0;2130.0;236.0;18.52;Apartamento
19200;Apartamento;Copacabana;3;2;1;140;4100.0;1470.0;2300.0;29.29;Apartamento
19201;Apartamento;Tijuca;3;0;1;170;2500.0;1700.0;0.0;14.71;Apartamento
19202;Apartamento;Freguesia (Jacarepaguá);3;2;1;115;1990.0;950.0;110.0;17.3;Apartamento
19203;Apartamento;Ipanema;3;1;1;140;7500.0;2900.0;0.0;53.57;Apartamento
19204;Apartamento;Jardim Botânico;2;1;1;63;2500.0;1300.0;0.0;39.68;Apartamento
19205;Apartamento;Flamengo;1;0;0;38;1800.0;229.0;25.0;47.37;Apartamento
19206;Apartamento;São Francisco Xavier;2;1;0;58;1200.0;583.0;0.0;20.69;Apartamento
19207;Apartamento;Recreio dos Bandeirantes;3;2;1;149;2000.0;1290.0;281.0;13.42;Apartamento
19208;Apartamento;Jardim Botânico;2;0;0;81;3800.0;110.0;0.0;46.91;Apartamento
19209;Apartamento;Ipanema;3;1;1;170;7900.0;2200.0;0.0;46.47;Apartamento
19210;Apartamento;Copacabana;3;2;1;140;3900.0;1750.0;382.0;27.86;Apartamento
19211;Casa de Condomínio;Barra da Tijuca;4;0;0;840;10000.0;4500.0;1913.0;11.9;Casa
19212;Apartamento;Maracanã;1;1;0;63;1400.0;590.0;24.0;22.22;Apartamento
19213;Apartamento;Recreio dos Bandeirantes;3;2;1;100;1500.0;890.0;243.0;15.0;Apartamento
19214;Apartamento;Barra da Tijuca;2;1;1;94;2500.0;1800.0;27.0;26.6;Apartamento
19215;Apartamento;Pavuna;1;1;0;40;400.0;220.0;0.0;10.0;Apartamento
19216;Casa de Vila;Pechincha;3;2;1;155;2500.0;0.0;0.0;16.13;Casa
19217;Apartamento;Ipanema;3;2;1;180;6500.0;2500.0;478.0;36.11;Apartamento
19218;Apartamento;Lagoa;4;3;2;253;15000.0;3200.0;616.0;59.29;Apartamento
19219;Apartamento;Campo Grande;2;0;0;52;950.0;300.0;0.0;18.27;Apartamento
19220;Apartamento;Copacabana;3;1;0;86;1500.0;1240.0;0.0;17.44;Apartamento
19221;Apartamento;Leblon;4;1;2;200;7800.0;1980.0;490.0;39.0;Apartamento
19222;Apartamento;Cocotá;1;0;0;37;700.0;200.0;20.0;18.92;Apartamento
19223;Casa;Oswaldo Cruz;2;0;0;89;1500.0;0.0;0.0;16.85;Casa
19224;Quitinete;Centro;0;0;0;19;500.0;520.0;25.0;26.32;Apartamento
19225;Apartamento;Campo Grande;3;1;1;70;1300.0;990.0;0.0;18.57;Apartamento
19226;Casa de Condomínio;Barra da Tijuca;5;10;5;900;20000.0;1300.0;120.0;22.22;Casa
19227;Apartamento;Recreio dos Bandeirantes;3;2;0;95;1700.0;1250.0;0.0;17.89;Apartamento
19228;Apartamento;Campo Grande;3;1;1;90;900.0;420.0;0.0;10.0;Apartamento
19229;Apartamento;Santa Cruz;2;1;0;51;500.0;200.0;0.0;9.8;Apartamento
19231;Apartamento;Laranjeiras;3;1;0;100;2800.0;1400.0;250.0;28.0;Apartamento
19232;Apartamento;Gávea;2;1;1;165;5600.0;1570.0;350.0;33.94;Apartamento
19233;Apartamento;Campo Grande;2;1;0;48;550.0;450.0;0.0;11.46;Apartamento
19234;Apartamento;Botafogo;1;0;0;124;3500.0;820.0;120.0;28.23;Apartamento
19235;Apartamento;Barra da Tijuca;3;3;1;220;6500.0;1900.0;500.0;29.55;Apartamento
19236;Apartamento;Laranjeiras;2;0;0;70;2500.0;800.0;85.0;35.71;Apartamento
19237;Apartamento;Ipanema;3;1;1;109;7000.0;1200.0;355.0;64.22;Apartamento
19238;Casa;Campo Grande;4;1;2;235;2500.0;0.0;0.0;10.64;Casa
19239;Apartamento;Leme;1;0;1;40;2300.0;870.0;23.0;57.5;Apartamento
19240;Apartamento;Tijuca;3;2;0;160;2800.0;800.0;100.0;17.5;Apartamento
19241;Apartamento;Campo Grande;2;1;0;65;750.0;190.0;0.0;11.54;Apartamento
19242;Apartamento;Laranjeiras;2;2;1;160;3500.0;2600.0;470.0;21.88;Apartamento
19243;Apartamento;Barra da Tijuca;2;0;2;73;1600.0;1500.0;100.0;21.92;Apartamento
19244;Casa;Campo Grande;2;1;1;120;1500.0;0.0;0.0;12.5;Casa
19245;Apartamento;Botafogo;2;1;0;136;4000.0;1200.0;174.0;29.41;Apartamento
19246;Apartamento;Península;4;4;4;333;11000.0;3270.0;880.0;33.03;Apartamento
19247;Casa de Condomínio;Barra da Tijuca;6;5;6;750;12000.0;1300.0;1300.0;16.0;Casa
19248;Apartamento;Ipanema;3;2;0;95;5000.0;1000.0;222.0;52.63;Apartamento
19249;Apartamento;Copacabana;3;0;1;98;3100.0;917.0;209.0;31.63;Apartamento
19250;Apartamento;Ipanema;2;0;1;75;5400.0;476.0;120.0;72.0;Apartamento
19251;Apartamento;Copacabana;2;1;1;200;9900.0;2000.0;600.0;49.5;Apartamento
19252;Apartamento;Barra da Tijuca;4;4;2;237;6950.0;3542.0;566.0;29.32;Apartamento
19253;Apartamento;Botafogo;3;1;1;115;4300.0;968.0;188.0;37.39;Apartamento
19254;Apartamento;Barra da Tijuca;3;3;3;191;3500.0;1190.0;600.0;18.32;Apartamento
19255;Apartamento;Jardim Botânico;1;1;1;63;3000.0;1400.0;150.0;47.62;Apartamento
19256;Apartamento;Lagoa;3;2;2;200;6000.0;3100.0;863.0;30.0;Apartamento
19257;Apartamento;Barra da Tijuca;2;1;1;79;2800.0;126.0;180.0;35.44;Apartamento
19258;Apartamento;Leblon;2;2;2;140;5000.0;1980.0;450.0;35.71;Apartamento
19259;Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1632.0;234.0;25.0;Apartamento
19260;Apartamento;Copacabana;1;0;0;20;1300.0;500.0;0.0;65.0;Apartamento
19262;Apartamento;Flamengo;2;1;0;87;2800.0;845.0;136.0;32.18;Apartamento
19263;Apartamento;Cacuia;1;1;0;42;1050.0;330.0;0.0;25.0;Apartamento
19264;Apartamento;Copacabana;1;0;0;140;4250.0;1650.0;230.0;30.36;Apartamento
19265;Apartamento;Centro;1;0;0;35;1600.0;580.0;150.0;45.71;Apartamento
19266;Apartamento;Barra da Tijuca;5;2;4;500;15000.0;949.0;399.0;30.0;Apartamento
19267;Apartamento;Recreio dos Bandeirantes;2;2;1;110;3000.0;890.0;296.0;27.27;Apartamento
19268;Apartamento;Ipanema;3;1;1;150;9000.0;1200.0;2200.0;60.0;Apartamento
19269;Apartamento;Glória;1;0;1;45;1350.0;450.0;20.0;30.0;Apartamento
19271;Apartamento;Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0;21.67;Apartamento
19272;Apartamento;Barra da Tijuca;3;2;1;120;3800.0;1555.0;307.0;31.67;Apartamento
19273;Apartamento;Recreio dos Bandeirantes;3;1;1;90;2200.0;700.0;200.0;24.44;Apartamento
19274;Apartamento;Ipanema;4;1;1;167;15000.0;2600.0;600.0;89.82;Apartamento
19275;Apartamento;Ipanema;4;6;4;700;65000.0;8860.0;0.0;92.86;Apartamento
19276;Apartamento;Copacabana;2;0;1;57;3250.0;650.0;58.0;57.02;Apartamento
19277;Casa de Vila;Padre Miguel;1;0;0;33;600.0;0.0;60.0;18.18;Casa
19278;Apartamento;Copacabana;2;0;0;90;3500.0;800.0;0.0;38.89;Apartamento
19279;Apartamento;Copacabana;1;0;0;42;1500.0;450.0;68.0;35.71;Apartamento
19280;Apartamento;Copacabana;2;1;0;79;2500.0;763.0;170.0;31.65;Apartamento
19281;Apartamento;Cachambi;2;1;0;70;1100.0;550.0;165.0;15.71;Apartamento
19282;Apartamento;Copacabana;2;0;1;110;4500.0;1140.0;2694.0;40.91;Apartamento
19283;Apartamento;Barra da Tijuca;3;3;3;171;6000.0;1600.0;450.0;35.09;Apartamento
19284;Apartamento;Copacabana;3;0;0;110;8000.0;850.0;220.0;72.73;Apartamento
19286;Casa de Vila;Méier;2;0;0;71;2000.0;0.0;36.0;28.17;Casa
19287;Apartamento;Olaria;2;0;0;59;1000.0;250.0;0.0;16.95;Apartamento
19288;Apartamento;Curicica;2;1;0;55;1100.0;360.0;40.0;20.0;Apartamento
19289;Apartamento;Maracanã;2;1;0;54;1200.0;495.0;20.0;22.22;Apartamento
19290;Apartamento;Tijuca;2;1;0;66;1400.0;604.0;80.0;21.21;Apartamento
19291;Apartamento;Barra da Tijuca;2;1;0;52;1500.0;630.0;105.0;28.85;Apartamento
19292;Casa de Condomínio;Barra da Tijuca;5;4;1;400;10000.0;2334.0;0.0;25.0;Casa
19293;Apartamento;Flamengo;3;1;1;137;8900.0;1945.0;371.0;64.96;Apartamento
19294;Apartamento;Copacabana;1;1;0;25;1900.0;650.0;20.0;76.0;Apartamento
19295;Apartamento;Flamengo;2;0;0;83;4000.0;577.0;168.0;48.19;Apartamento
19296;Apartamento;Barra da Tijuca;1;1;1;90;6500.0;2100.0;5000.0;72.22;Apartamento
19297;Apartamento;Leblon;2;0;0;75;2800.0;810.0;0.0;37.33;Apartamento
19298;Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;7500.0;1.0;1.0;26.79;Casa
19299;Apartamento;Botafogo;3;1;2;163;3500.0;1590.0;3012.0;21.47;Apartamento
19300;Apartamento;Tijuca;2;1;1;100;2500.0;907.0;140.0;25.0;Apartamento
19301;Apartamento;Tijuca;3;2;1;100;2100.0;550.0;95.0;21.0;Apartamento
19302;Apartamento;Centro;1;0;0;22;1000.0;420.0;24.0;45.45;Apartamento
19303;Apartamento;Barra da Tijuca;2;2;2;139;5500.0;1938.0;751.0;39.57;Apartamento
19304;Apartamento;Barra da Tijuca;2;1;1;72;2300.0;1200.0;241.0;31.94;Apartamento
19305;Apartamento;Olaria;2;0;0;60;1100.0;90.0;0.0;18.33;Apartamento
19306;Apartamento;Pechincha;2;1;1;72;1300.0;540.0;600.0;18.06;Apartamento
19307;Apartamento;Laranjeiras;2;1;1;90;3400.0;1850.0;216.0;37.78;Apartamento
19308;Casa;Barra da Tijuca;5;4;5;420;11991.0;885.0;0.0;28.55;Casa
19309;Apartamento;Botafogo;2;1;0;95;3600.0;1026.0;167.0;37.89;Apartamento
19310;Apartamento;Botafogo;1;1;1;91;3300.0;883.0;298.0;36.26;Apartamento
19311;Casa;Jardim Botânico;5;4;5;1400;20000.0;0.0;1912.0;14.29;Casa
19312;Apartamento;Copacabana;3;1;2;281;11000.0;2690.0;5302.0;39.15;Apartamento
19313;Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1400.0;1300.0;24.1;Apartamento
19314;Apartamento;Laranjeiras;2;0;0;80;2100.0;700.0;110.0;26.25;Apartamento
19315;Apartamento;Centro;3;0;0;100;1100.0;621.0;0.0;11.0;Apartamento
19316;Apartamento;Jacarepaguá;2;1;2;16;2500.0;1250.0;80.0;156.25;Apartamento
19317;Apartamento;Penha;2;0;0;53;1000.0;206.0;0.0;18.87;Apartamento
19318;Apartamento;Estácio;2;0;0;65;1000.0;590.0;0.0;15.38;Apartamento
19319;Apartamento;Tijuca;3;2;1;148;2700.0;1500.0;212.0;18.24;Apartamento
19320;Apartamento;Copacabana;3;0;1;105;4820.0;1000.0;180.0;45.9;Apartamento
19321;Apartamento;Laranjeiras;2;0;0;50;1500.0;550.0;0.0;30.0;Apartamento
19322;Apartamento;Tijuca;3;1;0;110;1900.0;513.0;144.0;17.27;Apartamento
19323;Apartamento;Recreio dos Bandeirantes;3;2;1;300;2500.0;1600.0;400.0;8.33;Apartamento
19324;Apartamento;Rio Comprido;2;1;0;52;1100.0;766.0;14.0;21.15;Apartamento
19325;Apartamento;Tijuca;3;1;1;79;1500.0;720.0;0.0;18.99;Apartamento
19326;Apartamento;Arpoador;2;4;2;180;8000.0;2600.0;611.0;44.44;Apartamento
