Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
4324;Apartamento;Copacabana;2;1;1;70;3300.0;900.0;92.0;47.14;Apartamento
4325;Apartamento;Copacabana;4;1;0;150;6500.0;1500.0;353.0;43.33;Apartamento
4327;Apartamento;Cosme Velho;3;1;1;123;3300.0;2200.0;0.0;26.83;Apartamento
4328;Apartamento;Barra da Tijuca;2;1;1;80;2000.0;960.0;0.0;25.0;Apartamento
4329;Apartamento;Ipanema;3;1;2;135;8000.0;1920.0;2150.0;59.26;Apartamento
4330;Apartamento;Taquara;2;2;0;65;1000.0;220.0;14.0;15.38;Apartamento
4331;Apartamento;Vila Isabel;2;0;0;62;1100.0;450.0;47.0;17.74;Apartamento
4332;Apartamento;Tijuca;1;0;1;43;1300.0;530.0;0.0;30.23;Apartamento
4333;Apartamento;Cachambi;2;1;0;66;900.0;604.0;0.0;13.64;Apartamento
4334;Apartamento;Jacarepaguá;2;1;1;90;2100.0;730.0;128.0;23.33;Apartamento
4335;Apartamento;Tijuca;2;1;0;75;1255.0;867.0;0.0;16.73;Apartamento
4336;Casa;São Conrado;5;6;3;1000;28000.0;2650.0;1550.0;28.0;Casa
4337;Apartamento;Senador Vasconcelos;2;1;1;60;850.0;180.0;0.0;14.17;Apartamento
4338;Apartamento;Botafogo;1;0;0;93;2600.0;519.0;91.0;27.96;Apartamento
4339;Apartamento;Copacabana;1;0;0;30;1400.0;602.0;180.0;46.67;Apartamento
4340;Apartamento;Grajaú;2;1;1;70;2100.0;920.0;150.0;30.0;Apartamento
4341;Apartamento;Barra da Tijuca;2;1;1;72;4000.0;1660.0;430.0;55.56;Apartamento
4342;Apartamento;Cachambi;2;0;0;70;800.0;545.0;0.0;11.43;Apartamento
4343;Apartamento;Copacabana;1;1;0;70;2500.0;870.0;130.0;35.71;Apartamento
4344;Apartamento;Laranjeiras;3;0;1;147;3000.0;1018.0;0.0;20.41;Apartamento
4345;Apartamento;São Conrado;4;4;2;400;9500.0;10500.0;0.0;23.75;Apartamento
4346;Apartamento;Leblon;3;2;1;128;7900.0;2300.0;0.0;61.72;Apartamento
4347;Apartamento;Ipanema;3;2;1;100;7900.0;862.0;380.0;79.0;Apartamento
4348;Apartamento;Ipanema;1;1;1;83;4000.0;1350.0;410.0;48.19;Apartamento
4349;Apartamento;Recreio dos Bandeirantes;4;2;1;105;1900.0;1492.0;205.0;18.1;Apartamento
4350;Apartamento;Leblon;4;3;4;304;25000.0;5141.0;1638.0;82.24;Apartamento
4351;Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1850.0;230.0;27.5;Apartamento
4352;Apartamento;Barra da Tijuca;2;2;1;75;2800.0;1300.0;160.0;37.33;Apartamento
4353;Casa;Catete;4;0;0;289;4200.0;190.0;384.0;14.53;Casa
4354;Apartamento;Barra da Tijuca;2;1;1;92;3000.0;860.0;252.0;32.61;Apartamento
4355;Apartamento;Ipanema;3;0;1;114;3500.0;1500.0;165.0;30.7;Apartamento
4356;Apartamento;Leblon;4;2;2;153;7500.0;1800.0;647.0;49.02;Apartamento
4357;Apartamento;Catete;2;1;0;50;2300.0;610.0;0.0;46.0;Apartamento
4358;Apartamento;Ipanema;2;2;2;82;8000.0;3570.0;5992.0;97.56;Apartamento
4359;Apartamento;Copacabana;2;0;1;60;2800.0;550.0;50.0;46.67;Apartamento
4360;Apartamento;Flamengo;2;0;0;60;2500.0;760.0;80.0;41.67;Apartamento
4361;Apartamento;Leblon;3;2;1;260;15000.0;6500.0;1816.0;57.69;Apartamento
4362;Apartamento;Lagoa;4;4;4;380;25000.0;4200.0;1500.0;65.79;Apartamento
4363;Apartamento;Ipanema;2;1;1;85;6000.0;4200.0;520.0;70.59;Apartamento
4364;Apartamento;Barra da Tijuca;1;1;1;75;1500.0;1300.0;0.0;20.0;Apartamento
4365;Apartamento;Andaraí;2;0;2;80;2000.0;300.0;100.0;25.0;Apartamento
4366;Apartamento;Leblon;2;2;1;148;6700.0;1560.0;590.0;45.27;Apartamento
4367;Apartamento;Leblon;3;1;0;82;3800.0;1478.0;220.0;46.34;Apartamento
4368;Apartamento;São Conrado;5;2;1;240;6000.0;2200.0;600.0;25.0;Apartamento
4369;Quitinete;Tijuca;1;0;0;30;950.0;193.0;24.0;31.67;Apartamento
4370;Apartamento;Barra da Tijuca;4;3;1;350;20000.0;3980.0;2100.0;57.14;Apartamento
4371;Apartamento;Barra da Tijuca;3;2;3;132;3600.0;1790.0;366.0;27.27;Apartamento
4372;Apartamento;Recreio dos Bandeirantes;2;1;1;79;1400.0;955.0;145.0;17.72;Apartamento
4373;Apartamento;Barra da Tijuca;3;3;1;180;5000.0;2885.0;800.0;27.78;Apartamento
4374;Casa;Oswaldo Cruz;1;0;0;36;800.0;0.0;0.0;22.22;Casa
4375;Casa;Jardim Botânico;4;2;2;380;15000.0;0.0;6700.0;39.47;Casa
4376;Quitinete;Flamengo;1;0;0;30;1600.0;320.0;20.0;53.33;Apartamento
4377;Apartamento;Laranjeiras;3;0;0;120;5500.0;550.0;195.0;45.83;Apartamento
4379;Apartamento;Ipanema;3;2;2;210;10500.0;3540.0;640.0;50.0;Apartamento
4380;Casa;Santíssimo;2;0;0;60;700.0;0.0;0.0;11.67;Casa
4381;Apartamento;Ipanema;3;1;1;130;6000.0;2008.0;430.0;46.15;Apartamento
4382;Apartamento;Humaitá;2;1;1;80;3100.0;1450.0;0.0;38.75;Apartamento
4383;Apartamento;Lins de Vasconcelos;2;1;0;54;1100.0;652.0;0.0;20.37;Apartamento
4384;Apartamento;Copacabana;3;1;0;75;2400.0;750.0;174.0;32.0;Apartamento
4385;Apartamento;Ipanema;3;2;1;130;5000.0;2107.0;402.0;38.46;Apartamento
4386;Apartamento;Laranjeiras;3;2;1;117;2800.0;978.0;205.0;23.93;Apartamento
4387;Casa de Condomínio;Barra da Tijuca;4;4;4;341;9000.0;850.0;766.0;26.39;Casa
4388;Apartamento;Barra da Tijuca;3;2;3;145;3200.0;3200.0;1800.0;22.07;Apartamento
4389;Apartamento;Ipanema;3;1;1;152;12900.0;1580.0;360.0;84.87;Apartamento
4390;Apartamento;Copacabana;1;0;0;30;2100.0;487.0;0.0;70.0;Apartamento
4391;Apartamento;Barra da Tijuca;3;3;3;300;8000.0;2287.0;1230.0;26.67;Apartamento
4392;Apartamento;Leblon;4;3;1;230;25000.0;5070.0;0.0;108.7;Apartamento
4393;Apartamento;Barra da Tijuca;4;3;2;150;5000.0;2133.0;5331.0;33.33;Apartamento
4394;Apartamento;Copacabana;3;0;0;120;3000.0;750.0;140.0;25.0;Apartamento
4395;Apartamento;Jacarepaguá;3;2;1;200;4990.0;1700.0;230.0;24.95;Apartamento
4396;Apartamento;Barra da Tijuca;2;1;1;81;1700.0;1100.0;100.0;20.99;Apartamento
4397;Apartamento;Vila Isabel;2;1;0;40;1600.0;780.0;51.0;40.0;Apartamento
4398;Apartamento;Bonsucesso;2;0;0;107;1400.0;420.0;62.0;13.08;Apartamento
4399;Apartamento;Flamengo;4;3;2;216;7000.0;2450.0;0.0;32.41;Apartamento
4400;Apartamento;Ipanema;3;1;2;200;14000.0;1700.0;631.0;70.0;Apartamento
4401;Apartamento;Lagoa;4;2;2;344;8000.0;3200.0;1258.0;23.26;Apartamento
4402;Casa de Condomínio;Barra da Tijuca;4;5;3;453;8500.0;520.0;684.0;18.76;Casa
4404;Apartamento;Jacarepaguá;1;1;0;50;1100.0;480.0;14.0;22.0;Apartamento
4405;Apartamento;Freguesia (Jacarepaguá);4;2;1;218;2500.0;1205.0;320.0;11.47;Apartamento
4406;Apartamento;Barra da Tijuca;2;1;1;76;2300.0;1048.0;209.0;30.26;Apartamento
4407;Casa;Senador Vasconcelos;1;1;0;50;650.0;0.0;0.0;13.0;Casa
4408;Apartamento;Barra da Tijuca;2;1;1;65;1600.0;737.0;78.0;24.62;Apartamento
4409;Apartamento;Leblon;2;0;0;72;3000.0;950.0;256.0;41.67;Apartamento
4410;Apartamento;Recreio dos Bandeirantes;2;1;2;80;2200.0;699.0;162.0;27.5;Apartamento
4411;Apartamento;Ipanema;4;1;1;200;11000.0;2500.0;450.0;55.0;Apartamento
4412;Apartamento;Laranjeiras;4;1;1;280;7000.0;1870.0;582.0;25.0;Apartamento
4413;Casa de Condomínio;Barra da Tijuca;4;3;3;600;7800.0;1001.0;955.0;13.0;Casa
4414;Casa;Taquara;2;1;0;60;900.0;0.0;0.0;15.0;Casa
4415;Casa de Condomínio;Barra da Tijuca;4;3;4;600;15000.0;2200.0;1000.0;25.0;Casa
4416;Apartamento;Barra da Tijuca;4;1;3;160;8500.0;2300.0;345.0;53.12;Apartamento
4417;Apartamento;Gávea;3;1;1;140;4600.0;1600.0;0.0;32.86;Apartamento
4418;Apartamento;Ipanema;3;1;0;120;4800.0;1700.0;382.0;40.0;Apartamento
4419;Apartamento;Lapa;1;0;0;32;1650.0;700.0;220.0;51.56;Apartamento
4420;Apartamento;Ipanema;1;1;0;80;4200.0;1350.0;335.0;52.5;Apartamento
4421;Apartamento;Flamengo;1;0;0;16;1200.0;344.0;29.0;75.0;Apartamento
4422;Casa;Recreio dos Bandeirantes;7;0;3;600;12000.0;0.0;6000.0;20.0;Casa
4423;Apartamento;Copacabana;3;1;0;95;4800.0;1300.0;140.0;50.53;Apartamento
4424;Apartamento;São Cristóvão;2;1;1;55;1300.0;560.0;34.0;23.64;Apartamento
4425;Apartamento;Ipanema;3;1;1;140;7500.0;2900.0;500.0;53.57;Apartamento
4426;Casa;Lagoa;6;2;3;700;19000.0;0.0;0.0;27.14;Casa
4427;Apartamento;Tijuca;2;1;1;80;2200.0;789.0;69.0;27.5;Apartamento
4428;Apartamento;Botafogo;3;1;0;108;6500.0;1440.0;250.0;60.19;Apartamento
4429;Apartamento;Barra da Tijuca;2;1;1;105;2750.0;1484.0;0.0;26.19;Apartamento
4430;Apartamento;Braz de Pina;1;1;0;45;720.0;80.0;0.0;16.0;Apartamento
4431;Quitinete;Catete;1;0;0;30;1000.0;403.0;0.0;33.33;Apartamento
4432;Casa;Barra da Tijuca;3;4;1;222;4700.0;735.0;247.0;21.17;Casa
4433;Apartamento;Barra da Tijuca;2;1;1;100;2000.0;1444.0;266.0;20.0;Apartamento
4434;Apartamento;Barra da Tijuca;2;1;1;100;4000.0;1311.0;0.0;40.0;Apartamento
4435;Apartamento;Ipanema;1;1;1;105;10000.0;2900.0;700.0;95.24;Apartamento
4436;Apartamento;Ipanema;3;1;1;130;5500.0;1210.0;270.0;42.31;Apartamento
4437;Apartamento;Recreio dos Bandeirantes;3;2;1;95;1600.0;550.0;165.0;16.84;Apartamento
4438;Apartamento;Recreio dos Bandeirantes;2;1;1;81;1800.0;588.0;0.0;22.22;Apartamento
4439;Quitinete;Fátima;0;0;0;25;1000.0;400.0;25.0;40.0;Apartamento
4440;Apartamento;Engenho de Dentro;2;1;0;55;1100.0;270.0;17.0;20.0;Apartamento
4441;Casa de Condomínio;Campo Grande;3;2;2;120;2200.0;100.0;0.0;18.33;Casa
4442;Apartamento;Jacarepaguá;2;1;0;60;850.0;536.0;17.0;14.17;Apartamento
4443;Apartamento;Tijuca;2;1;1;77;1800.0;812.0;105.0;23.38;Apartamento
4444;Apartamento;Maracanã;2;1;1;90;1800.0;1110.0;0.0;20.0;Apartamento
4445;Apartamento;Barra da Tijuca;2;3;2;129;4000.0;1740.0;319.0;31.01;Apartamento
4446;Casa;Taquara;4;1;0;120;2000.0;633.0;0.0;16.67;Casa
4447;Apartamento;Vila Isabel;2;1;0;80;1200.0;400.0;83.0;15.0;Apartamento
4448;Apartamento;Copacabana;1;0;0;38;1500.0;435.0;58.0;39.47;Apartamento
4449;Apartamento;Botafogo;2;2;1;105;4600.0;1200.0;272.0;43.81;Apartamento
4450;Casa;Todos os Santos;2;0;0;55;1100.0;100.0;0.0;20.0;Casa
4451;Apartamento;Freguesia (Jacarepaguá);2;1;0;76;1900.0;720.0;0.0;25.0;Apartamento
4452;Quitinete;Tijuca;1;0;0;25;1200.0;381.0;25.0;48.0;Apartamento
4453;Apartamento;Barra da Tijuca;4;3;2;160;3500.0;1600.0;500.0;21.88;Apartamento
4454;Apartamento;Leblon;2;0;1;90;4800.0;1129.0;210.0;53.33;Apartamento
4455;Casa;Ramos;2;1;0;50;1000.0;0.0;120.0;20.0;Casa
4456;Apartamento;Barra da Tijuca;3;2;1;130;4499.0;1750.0;400.0;34.61;Apartamento
4457;Apartamento;Ipanema;3;1;1;130;5500.0;2300.0;650.0;42.31;Apartamento
4458;Apartamento;Ipanema;4;3;4;180;25000.0;3500.0;1300.0;138.89;Apartamento
4459;Apartamento;Lagoa;2;2;1;98;3800.0;760.0;250.0;38.78;Apartamento
4460;Apartamento;Freguesia (Jacarepaguá);2;0;0;48;700.0;317.0;14.0;14.58;Apartamento
4461;Apartamento;Barra da Tijuca;3;2;2;212;5500.0;1200.0;682.0;25.94;Apartamento
4462;Apartamento;Copacabana;1;2;0;70;2300.0;681.0;139.0;32.86;Apartamento
4463;Apartamento;Catete;3;0;0;100;2200.0;720.0;193.0;22.0;Apartamento
4464;Apartamento;Ipanema;4;2;4;280;30000.0;4100.0;1100.0;107.14;Apartamento
4465;Apartamento;Freguesia (Jacarepaguá);3;1;2;93;2100.0;900.0;0.0;22.58;Apartamento
4466;Apartamento;Copacabana;3;0;0;75;2800.0;1090.0;0.0;37.33;Apartamento
4467;Apartamento;Centro;1;0;0;30;1100.0;400.0;0.0;36.67;Apartamento
4468;Apartamento;Flamengo;1;1;0;60;2300.0;724.0;126.0;38.33;Apartamento
4469;Apartamento;Engenho de Dentro;2;0;0;70;1100.0;402.0;34.0;15.71;Apartamento
4470;Apartamento;Recreio dos Bandeirantes;2;1;1;67;1750.0;750.0;0.0;26.12;Apartamento
4471;Apartamento;Itanhangá;2;0;0;58;900.0;547.0;34.0;15.52;Apartamento
4472;Apartamento;Tomás Coelho;2;0;0;55;650.0;345.0;0.0;11.82;Apartamento
4473;Quitinete;Laranjeiras;1;0;0;27;1000.0;460.0;25.0;37.04;Apartamento
4475;Apartamento;Ipanema;3;1;1;95;4500.0;1150.0;240.0;47.37;Apartamento
4476;Apartamento;Barra da Tijuca;4;2;2;118;2900.0;1000.0;200.0;24.58;Apartamento
4477;Apartamento;Tijuca;3;1;1;98;3100.0;1310.0;182.0;31.63;Apartamento
4478;Apartamento;Botafogo;2;1;1;78;4000.0;1100.0;0.0;51.28;Apartamento
4479;Apartamento;Taquara;3;1;1;74;950.0;672.0;15.0;12.84;Apartamento
4480;Apartamento;Freguesia (Jacarepaguá);4;1;1;167;3300.0;730.0;0.0;19.76;Apartamento
4481;Casa de Vila;Realengo;3;0;0;120;1200.0;0.0;0.0;10.0;Casa
4482;Apartamento;Gávea;4;1;1;190;11000.0;2370.0;604.0;57.89;Apartamento
4483;Apartamento;Ipanema;4;3;4;450;30000.0;5013.0;1116.0;66.67;Apartamento
4484;Apartamento;Flamengo;2;0;0;88;2300.0;470.0;142.0;26.14;Apartamento
4485;Apartamento;Praça Seca;3;1;0;62;730.0;300.0;16.0;11.77;Apartamento
4486;Apartamento;Copacabana;4;1;0;260;6500.0;1900.0;3999.0;25.0;Apartamento
4487;Apartamento;Copacabana;1;0;0;55;2000.0;1930.0;0.0;36.36;Apartamento
4488;Apartamento;Praça Seca;2;1;0;97;850.0;555.0;0.0;8.76;Apartamento
4489;Apartamento;Barra da Tijuca;2;1;1;80;2100.0;1140.0;184.0;26.25;Apartamento
4490;Apartamento;Ipanema;3;1;2;110;6000.0;860.0;320.0;54.55;Apartamento
4491;Apartamento;Copacabana;3;1;0;134;2300.0;2000.0;0.0;17.16;Apartamento
4492;Apartamento;Barra da Tijuca;2;2;1;220;3500.0;2000.0;0.0;15.91;Apartamento
4493;Apartamento;Barra da Tijuca;2;1;1;76;1700.0;1476.0;0.0;22.37;Apartamento
4494;Apartamento;Bonsucesso;2;1;0;53;1200.0;200.0;0.0;22.64;Apartamento
4495;Casa;Higienópolis;3;5;0;250;2400.0;0.0;650.0;9.6;Casa
4496;Apartamento;Barra da Tijuca;3;2;2;200;9500.0;1700.0;0.0;47.5;Apartamento
4497;Apartamento;Humaitá;5;4;2;570;12500.0;2400.0;550.0;21.93;Apartamento
4498;Apartamento;Riachuelo;1;1;0;45;900.0;557.0;16.0;20.0;Apartamento
4499;Casa;Guaratiba;2;1;0;60;900.0;0.0;0.0;15.0;Casa
4500;Casa;Pedra de Guaratiba;4;0;0;90;3500.0;0.0;0.0;38.89;Casa
4501;Apartamento;Barra da Tijuca;2;1;1;74;3500.0;1100.0;0.0;47.3;Apartamento
4502;Apartamento;Botafogo;3;2;1;105;4300.0;1209.0;203.0;40.95;Apartamento
4503;Apartamento;Laranjeiras;1;0;0;49;2100.0;356.0;55.0;42.86;Apartamento
4504;Apartamento;Barra da Tijuca;4;2;3;230;13000.0;4500.0;1400.0;56.52;Apartamento
4505;Casa de Condomínio;Barra da Tijuca;6;0;6;750;12000.0;1980.0;1200.0;16.0;Casa
4506;Casa de Condomínio;Barra da Tijuca;4;2;1;400;7900.0;1500.0;0.0;19.75;Casa
4508;Apartamento;Méier;2;1;1;53;1500.0;785.0;80.0;28.3;Apartamento
4509;Apartamento;Itanhangá;2;1;0;52;1300.0;500.0;0.0;25.0;Apartamento
4510;Apartamento;Barra da Tijuca;3;2;1;118;2000.0;1750.0;150.0;16.95;Apartamento
4511;Apartamento;Anil;2;1;0;46;1100.0;400.0;13.0;23.91;Apartamento
4512;Apartamento;Ipanema;4;4;2;524;30000.0;12000.0;1000.0;57.25;Apartamento
4513;Apartamento;Centro;1;0;0;50;1400.0;520.0;47.0;28.0;Apartamento
4514;Apartamento;Ipanema;3;1;0;90;6500.0;1200.0;150.0;72.22;Apartamento
4515;Apartamento;Barra da Tijuca;3;2;1;113;3000.0;580.0;2750.0;26.55;Apartamento
4516;Apartamento;Freguesia (Jacarepaguá);2;1;1;56;1400.0;560.0;76.0;25.0;Apartamento
4517;Casa;Tijuca;10;0;0;1050;45000.0;0.0;51784.0;42.86;Casa
4518;Apartamento;Barra da Tijuca;3;3;2;165;4900.0;1820.0;500.0;29.7;Apartamento
4519;Apartamento;Botafogo;3;2;1;135;3100.0;1560.0;294.0;22.96;Apartamento
4520;Apartamento;Botafogo;1;0;0;40;1500.0;430.0;0.0;37.5;Apartamento
4521;Apartamento;Vila Isabel;3;0;0;70;1500.0;300.0;31.0;21.43;Apartamento
4522;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1850.0;620.0;90.0;23.12;Apartamento
4523;Apartamento;Ipanema;4;3;3;180;25000.0;3200.0;9800.0;138.89;Apartamento
4524;Apartamento;Copacabana;2;1;0;60;2600.0;1480.0;0.0;43.33;Apartamento
4525;Apartamento;Barra da Tijuca;4;2;1;160;4200.0;1475.0;596.0;26.25;Apartamento
4527;Apartamento;Ipanema;4;4;2;400;25000.0;6500.0;220.0;62.5;Apartamento
4528;Apartamento;São Conrado;5;3;2;400;9500.0;10000.0;2100.0;23.75;Apartamento
4529;Apartamento;Marechal Hermes;1;0;0;33;600.0;3.0;0.0;18.18;Apartamento
4530;Apartamento;Copacabana;2;0;0;62;1600.0;1200.0;30.0;25.81;Apartamento
4532;Apartamento;Méier;2;0;0;92;1400.0;520.0;123.0;15.22;Apartamento
4533;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1700.0;450.0;0.0;18.89;Apartamento
4534;Apartamento;Copacabana;2;1;1;87;3200.0;882.0;204.0;36.78;Apartamento
4536;Apartamento;São Conrado;2;1;1;81;2499.0;1120.0;170.0;30.85;Apartamento
4537;Apartamento;Gávea;2;1;0;80;2700.0;700.0;122.0;33.75;Apartamento
4538;Apartamento;Tijuca;1;1;0;67;1500.0;705.0;67.0;22.39;Apartamento
4539;Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;900.0;400.0;19.75;Apartamento
4540;Apartamento;Leblon;2;0;0;59;3200.0;1012.0;0.0;54.24;Apartamento
4541;Apartamento;Barra da Tijuca;1;1;1;66;3000.0;2300.0;700.0;45.45;Apartamento
4542;Apartamento;Lagoa;4;2;1;180;6300.0;2140.0;520.0;35.0;Apartamento
4543;Apartamento;Cachambi;2;1;0;70;1100.0;512.0;14.0;15.71;Apartamento
4544;Apartamento;Botafogo;2;1;0;66;2800.0;732.0;152.0;42.42;Apartamento
4545;Casa;Vila da Penha;2;0;0;68;1000.0;0.0;0.0;14.71;Casa
4546;Casa de Condomínio;Leblon;6;2;2;350;18000.0;3400.0;1351.0;51.43;Casa
4547;Apartamento;Largo do Machado;1;0;0;50;1600.0;350.0;30.0;32.0;Apartamento
4548;Apartamento;Freguesia (Jacarepaguá);3;1;1;128;2800.0;900.0;200.0;21.88;Apartamento
4549;Apartamento;Gávea;2;1;0;63;2900.0;690.0;159.0;46.03;Apartamento
4550;Apartamento;Copacabana;4;1;1;160;3700.0;1600.0;0.0;23.12;Apartamento
4551;Apartamento;Copacabana;4;1;2;230;4500.0;1400.0;250.0;19.57;Apartamento
4553;Quitinete;Catete;1;0;0;26;1200.0;441.0;0.0;46.15;Apartamento
4554;Apartamento;Barra da Tijuca;4;4;4;300;20000.0;1800.0;1700.0;66.67;Apartamento
4555;Apartamento;Barra da Tijuca;4;4;2;342;30000.0;3900.0;16364.0;87.72;Apartamento
4556;Casa;Guaratiba;3;1;0;65;1000.0;0.0;0.0;15.38;Casa
4557;Apartamento;Tijuca;3;1;1;81;2000.0;600.0;89.0;24.69;Apartamento
4558;Apartamento;Lagoa;2;1;1;72;3100.0;890.0;243.0;43.06;Apartamento
4559;Apartamento;Tijuca;3;1;1;94;3500.0;957.0;2200.0;37.23;Apartamento
4560;Apartamento;Tijuca;2;0;0;80;1300.0;330.0;25.0;16.25;Apartamento
4561;Apartamento;Ipanema;3;1;1;135;5500.0;1870.0;218.0;40.74;Apartamento
4562;Casa;Irajá;2;1;0;60;600.0;0.0;0.0;10.0;Casa
4563;Apartamento;Ipanema;3;2;3;290;29500.0;3418.0;1034.0;101.72;Apartamento
4564;Apartamento;Copacabana;1;0;0;40;1500.0;750.0;70.0;37.5;Apartamento
4565;Apartamento;Barra da Tijuca;1;1;1;82;1800.0;1300.0;150.0;21.95;Apartamento
4566;Apartamento;Botafogo;3;2;1;105;4000.0;1298.0;202.0;38.1;Apartamento
4567;Apartamento;Barra da Tijuca;1;1;0;33;1500.0;650.0;103.0;45.45;Apartamento
4568;Apartamento;Lagoa;3;4;2;380;28000.0;5500.0;0.0;73.68;Apartamento
4569;Apartamento;Barra da Tijuca;4;2;2;140;5100.0;2000.0;3250.0;36.43;Apartamento
4570;Apartamento;Ipanema;3;1;1;160;7500.0;3000.0;555.0;46.88;Apartamento
4571;Apartamento;Pechincha;2;1;0;80;1400.0;580.0;80.0;17.5;Apartamento
4572;Apartamento;Campo Grande;2;1;0;55;800.0;550.0;0.0;14.55;Apartamento
4575;Apartamento;Lins de Vasconcelos;2;1;0;60;1000.0;546.0;13.0;16.67;Apartamento
4576;Casa;Pedra de Guaratiba;2;0;0;80;800.0;100.0;0.0;10.0;Casa
4577;Apartamento;Copacabana;3;1;1;100;3200.0;1120.0;0.0;32.0;Apartamento
4578;Casa de Condomínio;Barra da Tijuca;5;4;4;450;6499.0;1150.0;800.0;14.44;Casa
4579;Apartamento;Barra da Tijuca;1;2;1;100;3300.0;1900.0;500.0;33.0;Apartamento
4580;Apartamento;Copacabana;2;0;0;90;3000.0;800.0;219.0;33.33;Apartamento
4581;Apartamento;Recreio dos Bandeirantes;3;3;1;170;2000.0;950.0;330.0;11.76;Apartamento
4582;Apartamento;Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0;32.1;Apartamento
4583;Apartamento;Flamengo;1;1;0;65;2800.0;1000.0;200.0;43.08;Apartamento
4584;Casa;Campo Grande;2;0;1;60;800.0;0.0;0.0;13.33;Casa
4585;Apartamento;Lagoa;4;3;3;285;14000.0;1505.0;400.0;49.12;Apartamento
4586;Apartamento;Península;4;2;2;140;4900.0;1800.0;292.0;35.0;Apartamento
4587;Apartamento;Copacabana;1;0;0;34;1700.0;590.0;0.0;50.0;Apartamento
4588;Casa de Condomínio;Tanque;3;1;0;111;2300.0;80.0;200.0;20.72;Casa
4589;Apartamento;Barra da Tijuca;1;1;0;72;1900.0;1050.0;220.0;26.39;Apartamento
4590;Quitinete;Santa Teresa;0;1;0;50;800.0;493.0;0.0;16.0;Apartamento
4591;Apartamento;Maracanã;1;1;0;53;1600.0;530.0;47.0;30.19;Apartamento
4592;Casa de Vila;Pavuna;1;0;0;41;600.0;67.0;0.0;14.63;Casa
4593;Apartamento;Centro;1;0;0;37;1200.0;393.0;24.0;32.43;Apartamento
4594;Apartamento;Cachambi;2;1;0;54;1500.0;480.0;260.0;27.78;Apartamento
4595;Casa de Condomínio;Barra da Tijuca;4;4;4;315;15000.0;1200.0;850.0;47.62;Casa
4596;Apartamento;Penha;2;1;0;56;800.0;448.0;28.0;14.29;Apartamento
4597;Apartamento;Engenho Novo;2;0;0;60;800.0;620.0;12.0;13.33;Apartamento
4598;Casa de Condomínio;Guaratiba;2;1;0;72;1000.0;160.0;0.0;13.89;Casa
4599;Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;850.0;160.0;26.67;Apartamento
4600;Apartamento;Cascadura;2;1;0;55;850.0;540.0;0.0;15.45;Apartamento
4601;Apartamento;Tijuca;1;0;0;38;1200.0;485.0;20.0;31.58;Apartamento
4602;Apartamento;Lins de Vasconcelos;2;1;0;50;800.0;250.0;35.0;16.0;Apartamento
4603;Apartamento;Jacarepaguá;2;1;1;71;1700.0;400.0;0.0;23.94;Apartamento
4604;Apartamento;Copacabana;1;1;0;52;1800.0;1295.0;0.0;34.62;Apartamento
4605;Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1300.0;900.0;0.0;15.48;Apartamento
4606;Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1621.0;0.0;24.0;Apartamento
4607;Apartamento;Leblon;4;2;1;180;7500.0;3330.0;840.0;41.67;Apartamento
4608;Apartamento;Vargem Pequena;2;0;0;53;1100.0;365.0;27.0;20.75;Apartamento
4609;Apartamento;São Cristóvão;2;1;1;66;1900.0;649.0;55.0;28.79;Apartamento
4610;Apartamento;Barra da Tijuca;3;2;1;110;2800.0;1688.0;288.0;25.45;Apartamento
4611;Apartamento;Tijuca;3;1;0;111;2700.0;680.0;130.0;24.32;Apartamento
4612;Apartamento;Centro;2;0;0;75;1700.0;662.0;88.0;22.67;Apartamento
4613;Apartamento;Recreio dos Bandeirantes;2;3;1;98;1700.0;1100.0;150.0;17.35;Apartamento
4614;Quitinete;Rocha Miranda;1;0;0;30;400.0;0.0;0.0;13.33;Apartamento
4615;Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;51.43;Apartamento
4616;Apartamento;Tijuca;2;0;0;75;1600.0;210.0;51.0;21.33;Apartamento
4617;Apartamento;Copacabana;3;1;0;100;3100.0;958.0;22210.0;31.0;Apartamento
4618;Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;772.0;0.0;25.88;Apartamento
4619;Apartamento;Botafogo;1;0;0;28;1480.0;400.0;0.0;52.86;Apartamento
4620;Apartamento;Jardim Botânico;1;0;1;150;6900.0;2201.0;315.0;46.0;Apartamento
4621;Apartamento;Leblon;4;2;2;150;9000.0;1900.0;0.0;60.0;Apartamento
4622;Apartamento;Barra da Tijuca;1;1;1;60;1700.0;1103.0;0.0;28.33;Apartamento
4623;Apartamento;Barra da Tijuca;2;1;1;98;2700.0;1500.0;250.0;27.55;Apartamento
4624;Casa de Condomínio;Barra da Tijuca;4;2;4;300;9000.0;950.0;5500.0;30.0;Casa
